what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350549340169
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549342680
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350549354831
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549361190
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350549365518
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549372297
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350549380202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549394260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549406837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350549413004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350549417840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549419962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549445340
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350549450261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549463169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549471296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350549471340
error,log,,,"Could not write metadata for '/'.",1350549546991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350549546993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549547155
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350549547274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549551591
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350549553565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350549597350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350549629866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549631651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549651904
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350549658094
activated,editor,com.aptana.editor.ruby,3.0.3.1337406325,"com.aptana.editor.ruby",1350549692146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549717986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549720932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350549726565
activated,editor,com.aptana.editor.erb,3.0.3.1337406325,"com.aptana.editor.erb.html",1350549732890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350549751179
error,log,,,"Could not save safe table.",1350549847019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550222778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550306520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550836372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550865572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550897281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350550911688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550912428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550929600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550935595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550936640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350550939293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551015051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350551114336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551120835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551152653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350551165678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551170077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551187425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350551192544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551200511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551227099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551235241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551301374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551325349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551341902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551355253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551358256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551370700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551373219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350551396107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350552090491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350552104278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350701254084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350701758243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350701973222
error,log,,,"(Build 3.1.3.1337406272) [ERROR]  /Users/dlove/rails_projects/treebook/.metadata/.plugins/com.aptana.index.core/114577082.index (No such file or directory)",1350701973793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350701993405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350701995740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350702875894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350702928434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350702929488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350702930517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703075726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703078826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703080894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703111283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703239001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703257458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703264492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350703657827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350706882326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708030080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708240545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708252575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708257832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350708264971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708267625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708288474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708295843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350708321024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350708343700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709058955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709745073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709818761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709868358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709908911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709915670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709923632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709925421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709978160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709979976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350709989269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350709994598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350709996265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350710571217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350710593032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350710594104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757150797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350757159045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350757164303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350757167862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350757170803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757212711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757234724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757250990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757253022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757254871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757255670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757260119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350757261087
